locus	log2FoldChange	padj	symbol	description
AT1G21400	0.690359039773897	0.000822496824727856		Thiamin diphosphate-binding fold (THDP-binding) superfamily protein
AT1G21410	-0.0367618646382038	0.928738333841162	SKP2A	F-box/RNI-like superfamily protein
AT1G21420	-0.708709481662653	0.963265945323509		
AT1G21430	-1.55946952308083	0.909916750094886	YUC11	Flavin-binding monooxygenase family protein
AT1G21440	-0.129913972106315	0.751904242514262		Phosphoenolpyruvate carboxylase family protein
AT1G21450	-0.0283800306626436	0.949202111329905	SCL1	SCARECROW-like 1
AT1G21460	-1.05461857920011	0.0134730530219667	SWEET1	Nodulin MtN3 family protein
AT1G21470	0.588373807151504	0.642545481791647		hypothetical protein
AT1G21475				hypothetical protein (DUF506)
AT1G21480	0.0816904848393548	0.747438138232971		Exostosin family protein
AT1G21500	-0.128120569070785	0.798897527230874		hypothetical protein
AT1G21510	0.544677030163063	0.667252835787234		TPRXL
AT1G21520	1.14723370003507	1.58786038847367e-06		hypothetical protein
AT1G21528	0.791416761303341	0.762075361869616		hypothetical protein
AT1G21529	0.0554738658115014	1.0		other_RNA
AT1G21530	0.0122133022103336	1.0		AMP-dependent synthetase and ligase family protein
AT1G21540	0.338924062110473	0.729611906595101		AMP-dependent synthetase and ligase family protein
AT1G21550	-0.667997930550666	0.0516186362700078		Calcium-binding EF-hand family protein
AT1G21560	-0.369007511022262	0.171063995021644		hypothetical protein
AT1G21580	-0.0440326999194944	0.852141699296881		Zinc finger C-x8-C-x5-C-x3-H type family protein
AT1G21590	-0.0765370909438604	0.839975487715766		kinase with adenine nucleotide alpha hydrolases-like domain-containing protein
AT1G21600	0.259480425380736	0.0959078824644821	PTAC6	plastid transcriptionally active 6
AT1G21610	0.310352965844044	0.113612062297674		wound-responsive family protein
AT1G21620	-0.458918087907588	0.817812812005382	PUM20	pumilio 20
AT1G21630	-0.315904457368987	0.155698822858624		Calcium-binding EF hand family protein
AT1G21640	-0.0938492028962666	0.638469800288635	NADK2	NAD kinase 2
AT1G21650	0.0213655746203768	0.971785737889025	SECA2	Preprotein translocase SecA family protein
AT1G21651				zinc ion binding protein
AT1G21660	0.0340498121912849	0.921408441069039		Chaperone DnaJ-domain superfamily protein
AT1G21670	0.0512420569930796	0.936995768704549		DPP6 amino-terminal domain protein
AT1G21680	0.217470622593821	0.271188867260776		DPP6 N-terminal domain-like protein
AT1G21690	-0.229558369782506	0.20934908828966	EMB1968	ATPase family associated with various cellular activities (AAA)
AT1G21695	0.452048892251034	0.387469436267389		hydroxyproline-rich glycoprotein family protein
AT1G21700	0.0245870864410317	0.945968559372439	SWI3C	SWITCH/sucrose nonfermenting 3C
AT1G21710	0.0292567382732714	0.963265945323509	OGG1	8-oxoguanine-DNA glycosylase 1
AT1G21720	-0.0621068293717752	0.793860603261433	PBC1	proteasome beta subunit C1
AT1G21722	-4.09283718160974	0.106062650905103		transmembrane protein
AT1G21730	0.0800551675975756	0.596924890621357		P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G21738				hypothetical protein
AT1G21740	0.264042935989454	0.313116627195117		DUF630 family protein%2C putative (DUF630 and DUF632)
AT1G21750	0.0387988930829673	0.921322105894155	PDIL1-1	PDI-like 1-1
AT1G21760	0.240475147571126	0.121748258633454	FBP7	F-box protein 7
AT1G21770				Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G21780	0.230801227153862	0.105458559260554		BTB/POZ domain-containing protein
AT1G21790	-0.122824532102832	0.731896505533842		TRAM%2C LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
AT1G21800				
AT1G21810	-0.318591356138568	0.740266860381328		filament-like protein (DUF869)
AT1G21830	0.321093916602959	0.0560424452797374		hypothetical protein
AT1G21835				Plant thionin family protein
AT1G21840	-1.23600824822234	0.00739300915619802	UREF	urease accessory protein F
AT1G21850	0.588197886230677	0.911703808760061	sks8	SKU5 similar 8
AT1G21860	0.197891611030729	1.0	sks7	SKU5 similar 7
AT1G21864				Plant thionin family protein
AT1G21866	0.0	1.0		Plant thionin family protein
AT1G21870	-0.772289010291044	0.478900195893435	GONST5	golgi nucleotide sugar transporter 5
AT1G21880	-0.251366850721051	0.395722708270508	LYM1	lysm domain GPI-anchored protein 1 precursor
AT1G21890	-2.2490133066735	0.406411775729843	UMAMIT19	nodulin MtN21 /EamA-like transporter family protein
AT1G21900	-0.0333460314642808	0.911484110155685	p24delta5	emp24/gp25L/p24 family/GOLD family protein
AT1G21910	-1.34266440811434	1.53728408409767e-08	DREB26	Integrase-type DNA-binding superfamily protein
AT1G21920	0.602738253443152	0.000460372861142868		Histone H3 K4-specific methyltransferase SET7/9 family protein
AT1G21925				Plant thionin family protein
AT1G21928				Plant thionin family protein
AT1G21930	0.441521120604231	0.171825986140812		transmembrane protein
AT1G21940	2.30625880546565	0.0242480813155962		transmembrane protein
AT1G21950	0.0	1.0		transmembrane protein
AT1G21960	-0.763885747128605	0.963265945323509		RING/U-box superfamily protein
AT1G21970	1.09473194593314	0.855834924390148	LEC1	Histone superfamily protein
AT1G21980	-0.180550150323905	0.735978493540205	PIP5K1	phosphatidylinositol-4-phosphate 5-kinase 1
AT1G21990	0.226225221763973	0.977087639493878		F-box/RNI-like/FBD-like domains-containing protein
AT1G22000	-1.28464860498132	0.837397430700807		LOW protein: F-box/FBD/LRR-like protein
AT1G22010				hypothetical protein
AT1G22015			DD46	Galactosyltransferase family protein
AT1G22020	-0.140406809291405	0.408871328438505	SHM6	serine hydroxymethyltransferase 6
AT1G22030	0.382354952006451	0.335162724128033		BPS1-like protein
AT1G22040	0.174314132228028	0.443422783501882		Galactose oxidase/kelch repeat superfamily protein
AT1G22050	-0.458832629746324	0.451207146273258	MUB6	membrane-anchored ubiquitin-fold protein 6 precursor
AT1G22060	-0.538235499231101	1.64707022142567e-06		sporulation-specific protein
AT1G22065	1.94574325693509	5.11948754999918e-05		hypothetical protein
AT1G22070	0.13435480246163	0.547785030433277	TGA3	transcription factor TGA3
AT1G22080	-0.650016311692029	0.963265945323509		Cysteine proteinases superfamily protein
AT1G22090	-0.763885747128605	0.963265945323509	emb2204	hypothetical protein
AT1G22100				Inositol-pentakisphosphate 2-kinase family protein
AT1G22110	0.884208764736433	0.0227177208740503		structural constituent of ribosome
AT1G22120	3.15442705879419	0.531675592263668		hypothetical protein
AT1G22130	0.0478972813881698	1.0	AGL104	AGAMOUS-like 104
AT1G22140	0.0476019005664747	0.927090778671617		zinc finger CCCH domain protein
AT1G22150	0.0	1.0	SULTR1%3B3	sulfate transporter 1%3B3
AT1G22160	-0.261518603180021	0.465805918966729		senescence-associated family protein (DUF581)
AT1G22170	-0.620743295752901	0.0511229387630599		Phosphoglycerate mutase family protein
AT1G22180	-0.466754228092389	0.0760684632906287		Sec14p-like phosphatidylinositol transfer family protein
AT1G22190	-0.32137246504036	0.216954516729927		Integrase-type DNA-binding superfamily protein
AT1G22200	-0.0284308076750331	0.943890239735342		Endoplasmic reticulum vesicle transporter protein
AT1G22210	2.0101676634003	0.569745756638517	TPPC	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
AT1G22220	0.798193646733977	0.13584589875008	AUF2	F-box family protein
AT1G22230	1.19972548451003	0.00022714136947877		nucleolar GTP-binding protein
AT1G22240	-1.10945696073865	0.760676287429739	PUM8	pumilio 8
AT1G22250				hypothetical protein
AT1G22260	-0.353163424858428	0.724678938664434	ZYP1a	Myosin heavy chain-related protein
AT1G22270	0.275016938200457	0.206752723381378		Trm112p-like protein
AT1G22275	0.195404726180967	0.80371258197748	ZYP1b	Myosin heavy chain-related protein
AT1G22280	-0.397792176388252	0.00219153251560537	PAPP2C	phytochrome-associated protein phosphatase type 2C
AT1G22290	-1.12062915858696	0.844161343952566		14-3-3 family protein
AT1G22300	0.142775145597634	0.301699278014135	GRF10	general regulatory factor 10
AT1G22310	0.320127676536081	0.138816992059213	MBD8	methyl-CPG-binding domain 8
AT1G22320				
AT1G22330	0.080201552731149	0.958281415387677		RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G22340	0.921964453030226	0.566320780201979	UGT85A7	UDP-glucosyl transferase 85A7
AT1G22360	0.354681150971513	0.191901022464158	UGT85A2	UDP-glucosyl transferase 85A2
AT1G22370	0.165429851327537	0.555978268259622	UGT85A5	UDP-glucosyl transferase 85A5
AT1G22380	0.0209524534769382	1.0	UGT85A3	UDP-glucosyl transferase 85A3
AT1G22400	0.416316938139331	0.128167529606845	UGT85A1	UDP-Glycosyltransferase superfamily protein
AT1G22403	0.0558888333526605	0.919568154550254		other_RNA
AT1G22410	-0.142564465497374	0.475967488739108		Class-II DAHP synthetase family protein
AT1G22420	0.195625425119229	0.988462244373847		hydroxyproline-rich glycoprotein family protein
AT1G22430	0.0508802250582128	0.886239951435934		GroES-like zinc-binding dehydrogenase family protein
AT1G22440	0.646374008976751	0.0759053472090911		Zinc-binding alcohol dehydrogenase family protein
AT1G22450	0.130725808705473	0.42023038152003	COX6B	cytochrome C oxidase 6B
AT1G22460	0.0708156412924396	0.9826744656885		O-fucosyltransferase family protein
AT1G22470	-1.49799763966194	0.00796963418681968		hypothetical protein
AT1G22480	0.431956440709597	0.927190571692175		Cupredoxin superfamily protein
AT1G22490	0.22454743521017	0.354621019328482		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G22500	0.502687419605485	0.0522950330397945	ATL15	RING/U-box superfamily protein
AT1G22510	-1.01316114715023	5.54490355743112e-05		E3 ubiquitin-protein ligase RNF170-like protein (DUF 1232)
AT1G22520	-0.188976488913772	0.226318660735163		MICOS complex subunit Mic10-like protein (DUF543)
AT1G22530	-0.0116061498835392	1.0	PATL2	PATELLIN 2
AT1G22540	-0.20109728967348	0.28260989221662		Major facilitator superfamily protein
AT1G22550	0.352821151817258	0.0647102706330152		Major facilitator superfamily protein
AT1G22570	-1.08345933248756	2.90063642972318e-13		Major facilitator superfamily protein
AT1G22590	0.0247729243207237	0.986168147260422	AGL87	AGAMOUS-like 87
AT1G22600	0.366847032280478	0.93220630062638		Late embryogenesis abundant protein (LEA) family protein
AT1G22610				C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
AT1G22620	-0.0679808596313179	0.769337435602883	ATSAC1	Phosphoinositide phosphatase family protein
AT1G22630	0.487566704418996	0.0230436944333934		SSUH2-like protein
AT1G22640	0.956291707593863	2.85684925935692e-06	MYB3	myb domain protein 3
AT1G22650	-0.129691660272306	0.630560468272799	A/N-InvD	Plant neutral invertase family protein
AT1G22660	-0.0821949659087288	0.800201801492534		Polynucleotide adenylyltransferase family protein
AT1G22670	-3.14950609068362	0.107524740365006		Protease-associated (PA) RING/U-box zinc finger family protein
AT1G22680	1.62115790076307	0.791863401935257		hypothetical protein
AT1G22690	-0.414457108954278	0.453142565125512		Gibberellin-regulated family protein
AT1G22700	-0.150024264994943	0.447875595082526		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G22710	-0.138154141479147	0.707247336536952	SUC2	sucrose-proton symporter 2
AT1G22720	-2.21908554092896	0.844958984071185		Protein kinase superfamily protein
AT1G22730	-0.116156908447667	0.577349543876836		MA3 domain-containing protein
AT1G22740	-0.433472161739483	0.272477702758604	RABG3B	RAB GTPase homolog G3B
AT1G22750	-0.458858842689948	0.00116395924857673		transmembrane protein
AT1G22760	2.10599221742478	0.8488114158626	PAB3	poly(A) binding protein 3
AT1G22770	-0.520225183922484	1.45278052320472e-07	GI	gigantea protein (GI)
AT1G22780	-0.00350682241812495	1.0	PFL	Ribosomal protein S13/S18 family
AT1G22790	0.250827580042222	0.143729218786924		Low affinity potassium transport system protein
AT1G22800				S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT1G22810				Integrase-type DNA-binding superfamily protein
AT1G22830	-1.04613833767733	0.00140712257036241		Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G22840	-0.0795771824628462	0.728189070360922	CYTC-1	CYTOCHROME C-1
AT1G22850	-0.318633798813741	0.0656425412450991		SNARE associated Golgi protein family
AT1G22860	-0.00190162600837677	1.0		Vacuolar sorting protein 39
AT1G22870	-0.271085841884207	0.0967112142698292		kinase family with ARM repeat domain-containing protein
AT1G22880	-0.0180025544362452	0.974467324496267	CEL5	cellulase 5
AT1G22882	0.0756070409033568	0.920867386905966		Galactose-binding protein
AT1G22885	0.310427672193331	0.466391783110162		transmembrane protein
AT1G22890	0.104226807111434	0.835091726088395		transmembrane protein
AT1G22900	0.374918558634859	0.346654779163507		Disease resistance-responsive (dirigent-like protein) family protein
AT1G22910	0.36056572890021	0.30670052180351		RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G22920	0.245284549602902	0.0798889672778447	CSN5A	COP9 signalosome 5A
AT1G22930	0.0857432084990972	0.678917446777591		T-complex protein 11
AT1G22940	-0.106416229061316	0.552226865241093	TH1	thiamin biosynthesis protein
AT1G22950	-0.109043341456522	0.772395338543088		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G22960	-0.130266987779793	0.725037915057546		Pentatricopeptide repeat (PPR) superfamily protein
AT1G22970	0.371638169583767	0.00846782817234655		cyclin-D1-binding protein
AT1G22980	0.203519757973926	0.925528097784968		Grap2/cyclin-D-interacting protein
AT1G22985	0.923949565366557	1.25106939399702e-05	CRF7	Integrase-type DNA-binding superfamily protein
AT1G22990	0.881002449404515	0.0626172430883525	HIPP22	Heavy metal transport/detoxification superfamily protein
AT1G23000	0.26395751735217	0.680498707011112		Heavy metal transport/detoxification superfamily protein
AT1G23010	0.152417830578658	0.790744812600394	LPR1	Cupredoxin superfamily protein
AT1G23020	0.253031124091204	0.232671711813347	FRO3	ferric reduction oxidase 3
AT1G23030	0.05483202297073	0.963265945323509		ARM repeat superfamily protein
AT1G23037	0.0	1.0		F-box associated ubiquitination effector family protein
AT1G23040	0.613276310698502	0.0488988669101803		hydroxyproline-rich glycoprotein family protein
AT1G23050				hydroxyproline-rich glycoprotein family protein
AT1G23052				other_RNA
AT1G23060	0.358989004747924	0.614863183847983	MDP40	hypothetical protein
AT1G23070	0.0	1.0		organic solute transporter ostalpha protein (DUF300)
AT1G23080	-0.0397687386031094	0.927522467581172	PIN7	Auxin efflux carrier family protein
AT1G23090	0.233940899688427	0.328497072518154	AST91	sulfate transporter 91
AT1G23100	0.709472967644822	0.0384919805888942		GroES-like family protein
AT1G23110	-0.092140166319083	0.979102485363858		fold protein
AT1G23120	0.442436597069332	0.10218950831068		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G23130	0.692211222172136	0.357159924605163		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G23140	0.534294857610636	0.12711482474041		Calcium-dependent lipid-binding (CaLB domain) family protein
AT1G23145			RALFL2	RALF-like 2
AT1G23147			RALFL3	RALF-like 3
AT1G23150	-0.00462421446356617	1.0		hypothetical protein
AT1G23160	0.255331357940132	0.771052703237556		Auxin-responsive GH3 family protein
AT1G23170	0.171067237735879	0.650506665281222		transmembrane protein (Protein of unknown function DUF2359%2C transmembrane)
AT1G23180	-0.338729068599633	0.0782115953261415		ARM repeat superfamily protein
AT1G23190	-0.138476358839187	0.445061991217443	PGM3	Phosphoglucomutase/phosphomannomutase family protein
AT1G23200	0.0926488639477792	0.963265945323509		Plant invertase/pectin methylesterase inhibitor superfamily
AT1G23201	1.15965159108519	0.945968559372439		GCK domain protein
AT1G23205	0.790832915934891	0.0195928986618108		Plant invertase/pectin methylesterase inhibitor superfamily protein
AT1G23210	-3.02788077211056	0.141780268818623	GH9B6	glycosyl hydrolase 9B6
AT1G23220	-0.158528115781793	0.48968372093141		Dynein light chain type 1 family protein
AT1G23230	-0.296978802933601	0.0524635715390753		mediator of RNA polymerase II transcription subunit
AT1G23240	-0.763885747128605	0.963265945323509		Caleosin-related family protein
AT1G23250	-1.7075453395802	0.846609134305374		Caleosin-related family protein
AT1G23260	0.251300255406068	0.15273368916289	MMZ1	MMS ZWEI homologue 1
AT1G23270	-0.763885747128605	0.963265945323509		hypothetical protein
AT1G23280	0.323897421437046	0.0385766325359004		MAK16 protein-like protein
AT1G23290			RPL27AB	Ribosomal protein L18e/L15 superfamily protein
AT1G23300	-2.92726731627322	0.56367491506675		MATE efflux family protein
AT1G23310	-0.0923603774711715	0.657982245255327	GGT1	glutamate:glyoxylate aminotransferase
AT1G23320	-0.763867064248578	0.963265945323509	TAR1	tryptophan aminotransferase related 1
AT1G23330	-0.168122832863497	0.608223551149615		alpha/beta-Hydrolases superfamily protein
AT1G23340	0.428748019822237	0.461627680100076		carboxyl-terminal proteinase%2C putative (DUF239)
AT1G23350	0.767690190043363	0.651626902960674		Plant invertase/pectin methylesterase inhibitor superfamily protein
AT1G23360	-0.365644193693697	0.0671300304965568	MENG	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT1G23380	0.891078713211451	0.000270657332200807	KNAT6	homeobox protein knotted-1-like 6
AT1G23390	0.766561841977398	0.00132701628197355		Kelch repeat-containing F-box family protein
AT1G23400	0.419419383343896	0.0112066172599862	CAF2	RNA-binding CRS1 / YhbY (CRM) domain-containing protein
AT1G23410				Ribosomal protein S27a / Ubiquitin family protein
AT1G23420			INO	Plant-specific transcription factor YABBY family protein
AT1G23440	0.180093878238463	0.420719506729162		Peptidase C15%2C pyroglutamyl peptidase I-like protein
AT1G23450	-0.375661314162383	0.700292691831256		PPR superfamily protein
AT1G23460	-0.194851141469643	0.775471796098368		Pectin lyase-like superfamily protein
AT1G23465	0.0258988759075529	1.0		Peptidase S24/S26A/S26B/S26C family protein
AT1G23480	-0.50334896903967	0.176507542926373	CSLA03	cellulose synthase-like A3
AT1G23490	-0.440863499443236	0.00499895917741048	ARF1	ADP-ribosylation factor 1
AT1G23500	-2.489532525783	0.0810125432730304		GDSL-like Lipase/Acylhydrolase superfamily protein
AT1G23510	-0.781348130288055	0.759802424627146		OBP32pep protein
AT1G23520				hypothetical protein (DUF220)
AT1G23530	0.0923071507596517	0.976645625223551		transmembrane protein
AT1G23540	1.21767353572563	0.638127939253186	PERK12	Protein kinase superfamily protein
AT1G23550	0.649394708295902	0.0644929522644861	SRO2	similar to RCD one 2
AT1G23560	0.971483313135488	0.0154182271987376		OBP32pep%2C putative (DUF220)
AT1G23570	1.1596707962073	0.945968559372439		hypothetical protein (DUF220)
AT1G23580	-0.763886727570612	0.946615672592062		transmembrane protein%2C putative (Domain of unknown function DUF220)
AT1G23590	0.0	1.0		OBP32pep protein%2C putative (Domain of unknown function DUF220)
AT1G23600	0.0	1.0		OBP32pep protein%2C putative (Domain of unknown function DUF220)
AT1G23610	0.0	1.0		hypothetical protein
AT1G23640				OBP32pep protein
AT1G23645				hypothetical protein
AT1G23650				hypothetical protein
AT1G23660				hypothetical protein (Domain of unknown function DUF220)
AT1G23670				OBP32pep protein%2C putative (DUF220)
AT1G23680				hypothetical protein (DUF220)
AT1G23690				hypothetical protein (Domain of unknown function DUF220)
AT1G23700	-2.97004792328099	0.219204942584462		Protein kinase superfamily protein
AT1G23710	-0.812741050030138	0.000408829355093835		hypothetical protein (DUF1645)
AT1G23720	-0.474652120988127	0.360232179657887		Proline-rich extensin-like family protein
AT1G23730	0.961032227960576	0.0760681570823655	BCA3	beta carbonic anhydrase 3
AT1G23740	0.0485549056707594	0.945968559372439	AOR	Oxidoreductase%2C zinc-binding dehydrogenase family protein
AT1G23750	-0.0258324640842862	0.988408810368631		Nucleic acid-binding%2C OB-fold-like protein
AT1G23760	1.46830340080918	0.000191395768366492	JP630	BURP domain-containing protein
AT1G23770	-0.763861360720536	0.963265945323509		F-box family protein
AT1G23780	0.254573400767435	0.0870862916238299		F-box family protein
AT1G23790	0.423683155227333	0.460122347392093		dicer-like protein (DUF936)
AT1G23800	0.910367742347405	0.000114370759251809	ALDH2B7	aldehyde dehydrogenase 2B7
AT1G23810				Paired amphipathic helix (PAH2) superfamily protein
AT1G23820	0.169856200761814	0.184722331335099	SPDS1	spermidine synthase
AT1G23830				transmembrane protein
AT1G23840	-0.324277467127853	0.383880505780559		transmembrane protein
AT1G23850	-0.375285126946243	0.268516178039094		transmembrane protein
AT1G23860	0.0200597849837988	0.962222300376565	RSZ21	RS-containing zinc finger protein 21
AT1G23870	0.321289483746554	0.0184679930051829	TPS9	trehalose-phosphatase/synthase 9
AT1G23880	-0.377219182568031	0.243460243027588		NHL domain-containing protein
AT1G23890	0.416475062973504	0.0464153538215525		NHL domain-containing protein
AT1G23900	-0.137306720940704	0.292026736574671	GAMMA-ADAPTIN 1	gamma-adaptin 1
AT1G23910				Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G23915	0.0	1.0		hypothetical protein
AT1G23935	-0.0310350582955774	1.0		apoptosis inhibitory protein
AT1G23950	0.020861529538936	0.967010017883486		hypothetical protein (DUF626)
AT1G23960	-0.435872516410472	0.024360705553133		hypothetical protein (DUF626)
AT1G23965	0.749565435391143	0.744721687122282		transcription factor
AT1G23970	0.0899854532700638	0.814519810327731		hypothetical protein (DUF626)
AT1G23980	0.281161657082718	0.645816645869708		RING/U-box superfamily protein
AT1G23985	0.0	1.0		hypothetical protein
AT1G23995				transcription factor
AT1G24000	0.998342594566009	0.947792247814556		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G24010	1.48430950258997	0.746967712008532		Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G24020	0.604052695617078	0.084087875122401	MLP423	MLP-like protein 423
AT1G24030	-0.585927197119196	0.395953298444183		Protein kinase superfamily protein
AT1G24040	-0.275115754509077	0.0990311838968297		Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G24050	0.323034479485566	0.0308138432799786		RNA-processing%2C Lsm domain-containing protein
AT1G24060				hypothetical protein
AT1G24062	-1.55896346428823	0.912057449187888		Cysteine-rich protein
AT1G24068	1.15965159108519	0.945968559372439		other_RNA
AT1G24070	-0.121543425311999	0.968469284988791	CSLA10	cellulose synthase-like A10
AT1G24080				
AT1G24090	-0.263150751892915	0.800762578170875		RNase H family protein
AT1G24095	0.0271243985800139	1.0		Putative thiol-disulfide oxidoreductase DCC
AT1G24100	0.39400161373779	0.197948037680393	UGT74B1	UDP-glucosyl transferase 74B1
AT1G24110	-1.60205279664639	0.908041741019416		Peroxidase superfamily protein
AT1G24120	0.162961600385942	0.424281363183832	ARL1	ARG1-like 1
AT1G24130	1.18383036142905	0.155435305091252		Transducin/WD40 repeat-like superfamily protein
AT1G24140	-1.67660169260523	2.17363028241723e-08		Matrixin family protein
AT1G24145	-0.639769288303286	0.243419255919167		transmembrane protein
AT1G24147	-0.965046183622293	0.0823659265144757		transmembrane protein
AT1G24148	-0.225221751935686	0.493939238829899		hypothetical protein
AT1G24150	-1.11895853338271	4.16230596349515e-10	FH4	formin homologue 4
AT1G24159	-0.00223338900562697	1.0		Interleukin-1 receptor-associated kinase 4 protein
AT1G24160	0.405546209449202	0.0149788421613579		triadin
AT1G24170	-0.468310587078239	0.0367504933192505	LGT9	Nucleotide-diphospho-sugar transferases superfamily protein
AT1G24180	0.211132828467327	0.257348969864242	IAR4	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein
AT1G24190	-0.165857690194677	0.399034500849099	SNL3	SIN3-like 3
AT1G24200				Paired amphipathic helix (PAH2) superfamily protein
AT1G24210	0.111738014450087	0.926948033951215		Paired amphipathic helix (PAH2) superfamily protein
AT1G24220	-0.643706918519698	0.963265945323509		paired amphipathic helix repeat-containing protein
AT1G24230	1.15968060435479	0.839497367058981		Paired amphipathic helix (PAH2) superfamily protein
AT1G24240	-0.39626975978513	0.0916852018251041		Ribosomal protein L19 family protein
AT1G24250	-3.98256298475579	0.171798252739199		Paired amphipathic helix (PAH2) superfamily protein
AT1G24256	-2.39551460362514	0.245550309078291		hypothetical protein
AT1G24260	-0.116094597678361	0.787426403116655	SEP3	K-box region and MADS-box transcription factor family protein
AT1G24265	0.20797567020572	0.51176606949394		bZIP transcription factor%2C putative (DUF1664)
AT1G24267	-0.0581507985803716	0.791434940994119		bZIP transcription factor%2C putative (DUF1664)
AT1G24270	0.20467215580658	0.960551476650293		hypothetical protein
AT1G24280	0.0446248407467997	0.963265945323509	G6PD3	glucose-6-phosphate dehydrogenase 3
AT1G24290	-0.42495321967064	0.415641414858793		AAA-type ATPase family protein
AT1G24300	-0.12760161313836	0.548095852343456		GYF domain-containing protein
AT1G24310	0.276567926254549	0.185801685531886		nuclear pore complex protein
AT1G24320	-0.234253932049345	0.749716926702477		Six-hairpin glycosidases superfamily protein
AT1G24330	-2.54786668287392	5.04550591461243e-19		ARM repeat superfamily protein
AT1G24340	-0.2353399562049	0.0993825513060785	EMB2421	FAD/NAD(P)-binding oxidoreductase family protein
AT1G24350	0.342458864514913	0.0205067587336167		Acid phosphatase/vanadium-dependent haloperoxidase-related protein
AT1G24360	0.0326927683367155	0.945968559372439		NAD(P)-binding Rossmann-fold superfamily protein
AT1G24380	0.0	1.0		no-apical-meristem-associated carboxy-terminal domain protein
AT1G24388				hypothetical protein
AT1G24390				hypothetical protein
AT1G24400	0.0443164633376422	0.970853750719719	LHT2	lysine histidine transporter 2
AT1G24405	-0.307641399471364	0.883171138046421		hypothetical protein
AT1G24420	-1.07010402982305	0.423839694320758		HXXXD-type acyl-transferase family protein
AT1G24430	-0.0492312773575152	0.98624331439526		HXXXD-type acyl-transferase family protein
AT1G24440	0.262937296932644	0.371597279192478		RING/U-box superfamily protein
AT1G24450	-0.0880988175027819	0.840775809080749	NFD2	Ribonuclease III family protein
AT1G24460	-0.101336116002314	0.417878619543956	TNO1	TGN-related%2C localized SYP41 interacting protein
AT1G24470	0.223884968110682	0.835672205010447	KCR2	beta-ketoacyl reductase 2
AT1G24475				hypothetical protein
AT1G24480	1.46001826657674	0.638273770350401		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT1G24485	1.41202024056852	0.196311878634692		ER protein carbohydrate-binding protein
AT1G24490	0.259335673619175	0.192128754647335	ALB4	OxaA/YidC-like membrane insertion protein
AT1G24510	0.0807704170370607	0.671024981613605		TCP-1/cpn60 chaperonin family protein
AT1G24520	0.197826587854815	0.968525011656759	BCP1	homolog of Brassica campestris pollen protein 1
AT1G24530	0.371369820721253	0.413294808575751		Transducin/WD40 repeat-like superfamily protein
AT1G24540	0.927441555556715	0.65254441984022	CYP86C1	cytochrome P450%2C family 86%2C subfamily C%2C polypeptide 1
AT1G24545				copine family protein
AT1G24560	0.542440569407915	3.90697095509013e-05		paramyosin
AT1G24570	-0.0403252653573516	1.0		transmembrane protein%2C putative (DUF707)
AT1G24575	0.690589457995723	0.367209749748443		DEAD-box ATP-dependent RNA helicase-like protein
AT1G24577	1.78053815098406	0.0599147083174129		hypothetical protein
AT1G24580	0.951624628074159	0.422437820924045		RING/U-box superfamily protein
AT1G24590	0.0	1.0	DRNL	DORNROSCHEN-like protein
AT1G24600	0.0476121102042471	0.970303766075724		hypothetical protein
AT1G24610	-0.468452339283357	0.00314771032898894		Rubisco methyltransferase family protein
AT1G24620	0.362099161535775	0.8080961759374		EF hand calcium-binding protein family
AT1G24625	0.323529227418025	0.186399917665458	ZFP7	zinc finger protein 7
AT1G24650				Leucine-rich repeat protein kinase family protein
AT1G24660				hypothetical protein
AT1G24706	-0.0716652953473389	0.634017104838177	THO2	THO2
AT1G24735	1.26458038113672	0.288525516495468		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT1G24764	0.0310082230019067	0.945968559372439	MAP70-2	microtubule-associated proteins 70-2
AT1G24793	-0.608655270864471	0.857283561505596	LpxC1	UDP-3-O-acyl N-acetylglycosamine deacetylase family protein
AT1G24800	0.397605673092086	0.858141775223356		F-box family protein
AT1G24807	0.0	1.0		Glutamine amidotransferase type 1 family protein
AT1G24822				hypothetical protein
AT1G24851	-1.16455083655634	0.805426145581777		hypothetical protein
